,city,state,gender,employment,owns_coffee_machine,owns_car,month,year,year_dob,beverage_preference,bought_coffee
1748,Warrenville,IL,male,full-time,yes,True,7,2018,1971,coffee,False
1749,Minooka,IL,male,unempolyed,no,True,10,2018,1984,coffee,False
1750,Mokena,IL,female,student,no,True,3,2019,1989,coffee,False
1751,Wheaton,IL,female,part-time,yes,True,9,2019,1993,tea,False
1752,Aurora,IL,male,full-time,no,True,1,2019,1985,beer,False
1754,Hoffman Estates,IL,female,unempolyed,no,True,2,2019,1984,coffee,False
1755,Algonquin,IL,male,full-time,no,True,7,2018,1968,tea,False
1756,Naperville,IL,male,student,yes,True,2,2018,1984,coffee,False
1757,Elgin,IL,female,full-time,yes,True,7,2019,1993,coffee,False
1758,Batavia,IL,male,full-time,yes,True,10,2019,1987,coffee,False
1759,Oswego,IL,male,full-time,yes,True,10,2018,1987,beer,False
1760,Elgin,IL,female,full-time,yes,True,3,2019,1989,tea,False
1761,Aurora,IL,female,full-time,yes,True,5,2018,1968,tea,False
1762,Carol Stream,IL,female,student,no,False,12,2019,1999,tea,False
1763,Oswego,IL,female,full-time,yes,True,12,2018,1974,tea,False
1764,Batavia,IL,male,full-time,i don't know,True,12,2018,1984,beer,False
1765,Wheaton,IL,female,unempolyed,no,True,5,2018,1978,wine,False
1766,Deer Park,IL,female,unempolyed,no,True,8,2019,1986,tea,False
1767,Naperville,IL,female,student,yes,True,8,2019,1994,tea,True
1769,Algonquin,IL,male,full-time,yes,True,1,2018,1976,beer,False
1770,Deer Park,IL,male,retired,yes,True,5,2019,1985,coffee,False
1771,Mokena,IL,female,full-time,no,True,9,2019,1986,soda,False
1772,Barrington,IL,female,full-time,yes,True,4,2018,1980,coffee,False
1773,Warrenville,IL,male,unempolyed,no,True,11,2019,1989,coffee,False
1774,Glen Ellyn,IL,male,part-time,yes,True,11,2018,1975,coffee,False
1775,Schaumburg,IL,male,unempolyed,yes,False,11,2019,1993,soda,False
1776,West Chicago,IL,male,part-time,yes,True,7,2018,1980,soda,False
1777,Hoffman Estates,IL,male,part-time,yes,True,8,2018,1976,coffee,False
1778,West Chicago,IL,male,full-time,yes,True,5,2018,1976,coffee,False
1779,Naperville,IL,male,student,yes,True,8,2018,1983,beer,False
1780,Minooka,IL,male,student,yes,True,5,2019,1989,beer,False
1781,Aurora,IL,female,student,yes,True,11,2019,1991,coffee,False
1782,Chicago,IL,male,full-time,yes,False,8,2018,1977,beer,False
1783,Warrenville,IL,male,full-time,yes,True,9,2018,1975,tea,False
1784,Elgin,IL,female,part-time,yes,True,10,2018,1980,coffee,False
1785,West Dundee,IL,female,full-time,no,True,7,2018,1980,coffee,False
1786,Inverness,IL,female,unempolyed,no,True,11,2018,1970,tea,False
1787,Naperville,IL,male,full-time,yes,True,4,2019,1989,coffee,False
1788,Elgin,IL,female,student,yes,True,10,2019,1998,wine,False
1789,Hoffman Estates,IL,male,full-time,yes,True,5,2019,1986,coffee,False
1790,Elgin,IL,female,unempolyed,no,True,3,2019,1990,wine,False
1791,Hoffman Estates,IL,female,part-time,yes,True,6,2018,1983,wine,True
1792,St. Charles,IL,female,part-time,yes,True,1,2019,1990,tea,False
1793,Streamwood,IL,male,unempolyed,yes,True,3,2018,1970,beer,False
1794,Warrenville,IL,male,full-time,yes,True,1,2018,1981,coffee,False
1795,Minooka,IL,female,part-time,yes,True,6,2018,1977,tea,False
1796,Romeoville,IL,female,unempolyed,no,True,5,2019,1987,coffee,False
1797,Carol Stream,IL,female,part-time,yes,True,12,2019,1994,coffee,False
1798,Hoffman Estates,IL,male,full-time,yes,True,6,2018,1971,coffee,False
1799,Willowbrook,IL,female,retired,no,True,4,2018,1984,wine,False
1800,St. Charles,IL,female,student,yes,True,1,2019,1990,wine,False
1801,St. Charles,IL,female,full-time,yes,True,2,2018,1973,coffee,False
1802,Streamwood,IL,male,unempolyed,no,True,10,2018,1984,beer,False
1803,Mokena,IL,female,full-time,yes,False,3,2019,1981,coffee,False
1804,Mokena,IL,female,unempolyed,yes,True,1,2019,1986,wine,False
1805,Algonquin,IL,male,unempolyed,yes,True,3,2019,1991,coffee,False
1806,Wheaton,IL,female,unempolyed,yes,True,2,2018,1975,coffee,False
1807,St. Charles,IL,male,full-time,yes,True,11,2018,1978,coffee,False
1808,West Dundee,IL,male,full-time,yes,True,11,2018,1980,coffee,False
1809,Mokena,IL,male,student,no,True,3,2019,1988,beer,False
1810,Inverness,IL,female,unempolyed,i don't know,True,1,2018,1979,coffee,False
1811,Schaumburg,IL,female,full-time,yes,True,4,2019,1991,wine,False
1812,West Dundee,IL,female,unempolyed,no,True,1,2019,1985,tea,False
1813,Algonquin,IL,male,retired,no,True,11,2019,1989,soda,False
1814,Naperville,IL,female,part-time,i don't know,True,9,2018,1983,coffee,True
1815,Bolingbrook,IL,male,full-time,yes,False,1,2019,1985,beer,False
1816,Aurora,IL,male,full-time,no,True,10,2018,1984,coffee,False
1817,Inverness,IL,male,student,no,True,6,2019,1987,beer,False
1818,Romeoville,IL,male,unempolyed,yes,True,9,2018,1972,soda,False
1819,Palatine,IL,female,full-time,no,True,1,2019,1990,wine,False
1820,Elgin,IL,male,full-time,no,True,9,2019,1984,coffee,False
1821,Aurora,IL,male,part-time,i don't know,False,5,2018,1972,coffee,False
1822,Deer Park,IL,female,full-time,yes,True,6,2019,1988,coffee,False
1823,Barrington,IL,male,unempolyed,yes,True,2,2019,1991,beer,False
1824,Romeoville,IL,female,unempolyed,yes,True,7,2019,1988,coffee,False
1825,Deer Park,IL,male,part-time,yes,True,5,2018,1974,coffee,False
1826,Schaumburg,IL,male,full-time,no,True,4,2018,1977,beer,False
1827,Hoffman Estates,IL,female,part-time,yes,True,5,2019,1991,coffee,False
1828,Aurora,IL,female,part-time,no,True,4,2018,1986,tea,False
1829,Batavia,IL,male,part-time,yes,True,7,2018,1985,beer,False
1830,Algonquin,IL,male,full-time,yes,True,9,2018,1978,beer,False
1831,Naperville,IL,male,full-time,i don't know,True,10,2019,1980,soda,False
1832,Carol Stream,IL,male,retired,yes,True,8,2018,1979,beer,False
1833,Chicago,IL,female,retired,no,True,1,2019,1992,coffee,False
1834,Plainfield,IL,male,full-time,yes,True,10,2018,1972,coffee,False
1835,Oswego,IL,female,full-time,yes,True,9,2018,1978,coffee,False
1836,Bolingbrook,IL,female,part-time,no,False,6,2018,1981,coffee,False
1838,West Dundee,IL,male,full-time,i don't know,True,10,2018,1991,coffee,False
1839,Glen Ellyn,IL,female,unempolyed,yes,False,3,2019,1986,wine,False
1840,Batavia,IL,female,full-time,yes,True,4,2018,1978,tea,False
1841,Streamwood,IL,female,student,i don't know,True,9,2019,1988,coffee,True
1842,Streamwood,IL,male,part-time,yes,True,4,2019,1986,soda,False
1843,Chicago,IL,female,full-time,yes,False,4,2018,1982,tea,False
1844,Romeoville,IL,female,full-time,yes,True,11,2019,1990,coffee,False
1845,Inverness,IL,male,part-time,no,True,8,2019,1989,coffee,False
1846,West Dundee,IL,female,part-time,yes,True,9,2018,1975,coffee,False
1847,Carol Stream,IL,male,full-time,yes,False,8,2018,1976,beer,False
1848,Elgin,IL,male,student,no,True,1,2019,1988,coffee,False
1849,Deer Park,IL,male,full-time,yes,False,10,2018,1976,beer,False
1850,Wheaton,IL,female,unempolyed,yes,True,5,2018,1976,coffee,False
1851,Glen Ellyn,IL,female,full-time,no,True,2,2019,1990,tea,False
1852,West Dundee,IL,male,unempolyed,yes,False,9,2018,1983,beer,False
1853,Aurora,IL,male,full-time,yes,False,4,2019,1993,coffee,False
1854,Aurora,IL,female,part-time,no,True,2,2019,1983,wine,False
1855,Plainfield,IL,male,full-time,yes,True,10,2018,1978,soda,False
1856,Bolingbrook,IL,female,part-time,yes,True,3,2018,1964,wine,False
1857,Barrington,IL,male,part-time,no,True,7,2018,1983,tea,False
1858,St. Charles,IL,female,full-time,yes,True,10,2018,1988,coffee,False
1859,Minooka,IL,female,full-time,no,True,2,2018,1980,wine,False
1860,Romeoville,IL,female,student,no,True,2,2018,1981,tea,False
1861,Barrington,IL,male,full-time,i don't know,False,10,2018,1972,coffee,False
1862,Streamwood,IL,female,student,yes,True,6,2019,1991,soda,False
1863,West Chicago,IL,male,part-time,no,True,8,2019,1983,soda,False
1864,Batavia,IL,female,full-time,yes,True,11,2018,1976,wine,False
1865,Hoffman Estates,IL,female,part-time,no,True,4,2019,1987,coffee,False
1866,Algonquin,IL,female,unempolyed,yes,True,7,2019,1987,coffee,False
1867,Minooka,IL,female,full-time,yes,True,3,2019,1990,soda,False
1868,Carol Stream,IL,male,full-time,yes,True,12,2018,1979,tea,False
1869,Streamwood,IL,female,part-time,yes,True,5,2018,1974,wine,False
1870,Chicago,IL,female,unempolyed,yes,False,11,2019,1987,wine,False
1871,Carol Stream,IL,female,full-time,yes,True,5,2018,1978,coffee,False
1872,Algonquin,IL,female,full-time,no,True,5,2018,1978,coffee,False
1873,Batavia,IL,female,full-time,yes,True,1,2018,1972,coffee,False
1874,Oswego,IL,female,student,no,True,9,2019,1991,tea,False
1875,Palatine,IL,male,full-time,yes,True,9,2019,1995,soda,False
1876,Plainfield,IL,female,part-time,no,False,4,2019,1994,coffee,False
1877,Plainfield,IL,male,retired,i don't know,True,3,2019,1990,soda,False
1878,Streamwood,IL,male,full-time,yes,True,5,2018,1979,beer,False
1879,Barrington,IL,female,full-time,no,True,12,2019,1985,coffee,True
1880,Aurora,IL,female,unempolyed,yes,True,8,2019,1988,coffee,False
1881,St. Charles,IL,male,student,yes,True,7,2019,1997,coffee,False
1882,Schaumburg,IL,male,full-time,yes,True,5,2019,1979,coffee,False
1883,Romeoville,IL,female,unempolyed,yes,True,3,2018,1978,wine,False
1884,Carol Stream,IL,male,full-time,yes,True,4,2018,1966,coffee,False
1885,Palatine,IL,female,full-time,yes,True,4,2018,1974,tea,False
1886,Palatine,IL,female,student,yes,True,10,2019,1990,coffee,True
1887,Wheaton,IL,male,full-time,i don't know,True,11,2019,1992,beer,False
1888,Willowbrook,IL,male,full-time,yes,True,12,2019,1985,beer,False
1889,Streamwood,IL,male,retired,no,False,11,2019,1990,coffee,False
1890,Hoffman Estates,IL,male,full-time,yes,True,3,2019,1991,coffee,False
1891,Hoffman Estates,IL,male,unempolyed,yes,True,3,2019,1985,beer,False
1892,Palatine,IL,male,full-time,no,True,9,2018,1980,coffee,False
1893,St. Charles,IL,male,unempolyed,yes,True,3,2019,1992,beer,False
1894,West Chicago,IL,male,student,yes,True,8,2019,1997,coffee,False
1895,Mokena,IL,male,full-time,yes,True,7,2018,1978,coffee,False
1896,Warrenville,IL,female,full-time,no,True,8,2018,1983,tea,False
1897,Barrington,IL,male,student,no,True,2,2019,1983,beer,False
1898,Mokena,IL,male,part-time,i don't know,True,2,2019,1988,soda,False
1899,Wheaton,IL,female,part-time,yes,True,6,2019,1991,coffee,False
1900,Naperville,IL,female,student,yes,True,5,2019,1994,wine,False
1902,Deer Park,IL,male,unempolyed,i don't know,True,5,2018,1974,coffee,False
1903,Glen Ellyn,IL,female,full-time,yes,True,11,2019,1993,coffee,False
1904,Carol Stream,IL,male,student,no,True,9,2019,1993,coffee,False
1905,Naperville,IL,female,student,yes,False,10,2019,1995,coffee,False
1906,Oswego,IL,male,full-time,no,False,7,2019,1986,coffee,False
1907,Mokena,IL,female,unempolyed,i don't know,False,1,2018,1979,tea,False
1908,Aurora,IL,male,full-time,yes,True,9,2018,1977,beer,False
1909,Romeoville,IL,male,part-time,no,True,2,2018,1980,coffee,False
1910,Schaumburg,IL,male,full-time,yes,True,3,2018,1985,coffee,False
1911,St. Charles,IL,male,full-time,no,True,3,2019,1988,coffee,False
1912,West Dundee,IL,female,student,yes,True,7,2019,1993,coffee,True
1913,West Dundee,IL,female,unempolyed,yes,True,7,2018,1978,coffee,False
1914,Aurora,IL,male,full-time,no,True,8,2019,1992,tea,False
1915,Mokena,IL,female,retired,yes,False,5,2019,1991,wine,False
1916,West Dundee,IL,female,full-time,no,False,3,2018,1977,coffee,False
1917,Minooka,IL,female,part-time,yes,False,6,2018,1988,tea,False
1918,West Dundee,IL,female,part-time,no,True,4,2018,1967,coffee,False
1919,Oswego,IL,male,part-time,yes,True,3,2018,1959,coffee,False
1920,Inverness,IL,female,unempolyed,yes,True,11,2019,1994,coffee,False
1921,Warrenville,IL,male,full-time,yes,True,9,2018,1984,coffee,False
1922,Willowbrook,IL,female,full-time,no,True,12,2019,1987,soda,False
1923,Wheaton,IL,female,full-time,no,True,1,2019,1988,wine,False
1924,Minooka,IL,female,student,i don't know,True,5,2019,1985,wine,False
1925,Hoffman Estates,IL,female,unempolyed,no,True,10,2018,1979,soda,False
1926,Deer Park,IL,female,part-time,yes,True,10,2018,1982,coffee,False
1927,Glen Ellyn,IL,male,retired,yes,True,12,2018,1975,coffee,False
1928,Aurora,IL,male,unempolyed,no,True,6,2018,1971,coffee,False
1929,West Dundee,IL,male,student,yes,True,9,2019,1988,coffee,False
1930,Batavia,IL,female,full-time,yes,False,1,2018,1976,coffee,False
1931,West Dundee,IL,male,full-time,no,True,7,2019,1992,coffee,False
1932,Hoffman Estates,IL,male,full-time,yes,True,7,2019,1985,coffee,False
1933,Elgin,IL,male,full-time,yes,True,5,2018,1982,beer,False
1934,Palatine,IL,male,full-time,yes,True,8,2019,1987,coffee,False
1935,Algonquin,IL,female,full-time,yes,False,1,2018,1983,coffee,False
1936,West Dundee,IL,female,part-time,no,False,1,2018,1980,coffee,False
1937,St. Charles,IL,female,full-time,no,True,10,2018,1977,coffee,False
1938,Algonquin,IL,female,unempolyed,yes,True,4,2019,1990,tea,False
1939,Bolingbrook,IL,female,unempolyed,yes,True,9,2019,1989,wine,False
1940,Minooka,IL,female,part-time,yes,True,3,2019,1992,tea,False
1941,Willowbrook,IL,female,student,no,True,9,2019,1991,wine,False
1942,Palatine,IL,male,part-time,yes,True,5,2018,1975,coffee,False
1943,Oswego,IL,male,unempolyed,yes,True,9,2019,1989,coffee,True
1944,Streamwood,IL,female,unempolyed,yes,True,6,2018,1978,tea,False
1945,Glen Ellyn,IL,female,student,yes,True,4,2018,1989,tea,False
1946,Wheaton,IL,female,full-time,yes,False,9,2018,1985,wine,False
1947,West Dundee,IL,female,full-time,yes,True,5,2019,1983,coffee,False
1948,Inverness,IL,female,part-time,yes,True,5,2018,1975,tea,False
1949,Wheaton,IL,female,student,no,True,4,2019,1996,tea,False
1950,Batavia,IL,male,full-time,yes,True,4,2018,1976,soda,False
1951,Wheaton,IL,male,part-time,no,True,5,2018,1973,beer,False
1952,Inverness,IL,female,full-time,yes,True,3,2019,1992,coffee,False
1953,Barrington,IL,female,full-time,yes,True,10,2018,1977,coffee,False
1954,West Dundee,IL,male,part-time,yes,True,8,2018,1984,beer,False
1955,Minooka,IL,male,part-time,no,True,12,2018,1977,coffee,False
1956,Deer Park,IL,female,full-time,yes,True,4,2018,1968,coffee,False
1957,Minooka,IL,female,full-time,no,False,12,2018,1969,coffee,False
1958,Schaumburg,IL,female,full-time,no,True,7,2019,1984,coffee,True
1959,Palatine,IL,male,full-time,yes,False,6,2018,1979,coffee,False
1960,Minooka,IL,female,student,no,True,3,2019,1987,wine,False
1961,Wheaton,IL,female,full-time,no,False,11,2018,1972,tea,False
1962,Batavia,IL,female,unempolyed,yes,True,5,2019,1986,wine,False
1963,Inverness,IL,female,student,no,True,8,2019,1995,coffee,False
1964,Bolingbrook,IL,male,retired,yes,True,3,2019,1985,beer,False
1965,West Chicago,IL,male,student,yes,True,6,2019,1986,coffee,False
1966,Hoffman Estates,IL,male,retired,no,True,11,2019,1989,soda,False
1967,Mokena,IL,female,full-time,yes,True,3,2018,1971,wine,False
1969,Barrington,IL,female,unempolyed,yes,True,9,2018,1979,wine,False
1970,Barrington,IL,female,part-time,yes,True,7,2019,1993,tea,False
1971,Warrenville,IL,male,part-time,yes,True,12,2019,1981,tea,False
1972,Bolingbrook,IL,male,part-time,yes,True,8,2019,1987,beer,False
1973,St. Charles,IL,male,unempolyed,i don't know,True,1,2019,1987,soda,False
1974,Deer Park,IL,female,full-time,yes,True,12,2019,1984,tea,False
1975,Oswego,IL,female,unempolyed,yes,False,4,2018,1974,wine,False
1976,West Dundee,IL,male,full-time,yes,True,10,2018,1977,coffee,False
1977,Chicago,IL,female,full-time,yes,True,12,2018,1971,coffee,False
1978,Glen Ellyn,IL,female,full-time,yes,True,3,2018,1967,soda,False
1979,Romeoville,IL,male,student,yes,True,7,2019,1992,coffee,False
1980,Wheaton,IL,female,part-time,yes,True,9,2019,1986,coffee,False
1981,Deer Park,IL,male,student,no,True,2,2019,1985,coffee,False
1982,Mokena,IL,male,unempolyed,yes,True,9,2018,1975,coffee,False
1983,Hoffman Estates,IL,female,full-time,yes,True,6,2018,1975,coffee,False
1984,Batavia,IL,male,full-time,no,True,8,2018,1970,beer,False
1986,Schaumburg,IL,female,part-time,yes,True,4,2018,1968,soda,False
1987,Aurora,IL,female,unempolyed,no,False,3,2018,1985,beer,False
1988,Plainfield,IL,female,unempolyed,no,True,5,2018,1980,coffee,False
1991,Romeoville,IL,female,unempolyed,i don't know,False,11,2019,1990,wine,False
1992,Oswego,IL,male,student,yes,True,8,2019,1994,beer,False
1993,Minooka,IL,female,full-time,yes,True,8,2018,1982,coffee,False
1994,Wheaton,IL,male,full-time,yes,True,1,2019,1984,coffee,False
1995,Romeoville,IL,female,full-time,no,True,1,2019,1981,coffee,False
1996,Warrenville,IL,female,unempolyed,no,True,2,2019,1994,wine,False
1997,Elgin,IL,female,unempolyed,i don't know,True,4,2019,1983,coffee,False
1998,St. Charles,IL,male,full-time,yes,True,2,2018,1978,beer,False
1999,Oswego,IL,female,full-time,no,True,4,2018,1973,coffee,False
2000,Inverness,IL,male,part-time,yes,False,12,2018,1987,coffee,False
2001,Naperville,IL,female,part-time,yes,True,6,2018,1971,wine,False
2002,Willowbrook,IL,female,full-time,yes,True,10,2019,1989,tea,False
2003,Hoffman Estates,IL,female,full-time,yes,True,7,2018,1978,coffee,False
2004,Aurora,IL,male,unempolyed,no,True,3,2018,1975,beer,False
2005,Palatine,IL,female,student,no,False,12,2019,1990,coffee,False
2006,Glen Ellyn,IL,female,full-time,yes,True,5,2018,1970,coffee,False
2007,Naperville,IL,male,student,yes,True,10,2019,1993,coffee,False
2008,Minooka,IL,female,part-time,no,False,5,2018,1977,tea,False
2009,Schaumburg,IL,male,unempolyed,i don't know,True,8,2018,1970,beer,False
2010,West Dundee,IL,female,student,no,True,7,2018,1987,coffee,False
2011,Romeoville,IL,female,part-time,yes,True,4,2018,1981,tea,False
2012,Batavia,IL,male,full-time,yes,True,10,2018,1979,beer,False
2013,Warrenville,IL,female,student,yes,True,4,2018,1981,coffee,False
2014,Elgin,IL,female,unempolyed,yes,True,11,2019,1983,tea,False
2015,Schaumburg,IL,male,part-time,yes,True,4,2018,1979,beer,False
2016,Barrington,IL,male,student,yes,False,1,2019,1992,soda,False
2017,St. Charles,IL,female,full-time,yes,True,1,2018,1980,coffee,False
2018,Schaumburg,IL,female,full-time,no,True,7,2018,1978,coffee,False
2019,West Dundee,IL,male,full-time,no,True,11,2019,1983,coffee,False
2020,Plainfield,IL,male,part-time,yes,False,8,2018,1976,coffee,False
2021,Romeoville,IL,male,unempolyed,no,True,12,2019,1984,beer,False
2022,Oswego,IL,female,full-time,yes,True,1,2019,1984,coffee,False
2023,Warrenville,IL,female,retired,yes,True,6,2018,1974,coffee,False
2024,Streamwood,IL,female,part-time,yes,True,3,2019,1990,coffee,False
2025,Willowbrook,IL,male,full-time,no,True,10,2018,1988,beer,False
2026,Bolingbrook,IL,male,student,yes,True,4,2019,1989,coffee,False
2027,Wheaton,IL,female,full-time,yes,True,10,2019,1991,coffee,False
2028,Naperville,IL,female,full-time,yes,True,10,2019,1987,wine,False
2029,Romeoville,IL,male,full-time,yes,True,11,2018,1979,beer,False
2030,Wheaton,IL,male,student,no,True,8,2019,1989,coffee,False
